row_id	manifest_index	file	symbol_lines	change_type	cluster_id	req_ids	classification	classification_signal	test_evidence	notes
LH0192	127	lighthouse/environment/src/lib.rs	test_utils module decl + build_test_environment()	modified	C10	NONE	LH-arch-choice	adds #[cfg(feature = "test-utils")] pub mod test_utils; and build_test_environment returning TestEnvironment [raw:lh-files/127.diff]	[raw:lh-files/128.diff]	Test harness environment builder gated by the test-utils feature [raw:lh-files/128.diff]
LH0193	128	lighthouse/environment/src/test_utils.rs	TestEnvironment struct + core_context()	added	C10	NONE	LH-arch-choice	new TestEnvironment<E> with core_context() producing a RuntimeContext [raw:lh-files/128.diff]	NONE	Test-only environment wrapper for building runtime contexts [raw:lh-files/128.diff]
LH0194	129	scripts/local_testnet/network_params_eip8025.yaml	whole file	added	C10	NONE	CI-devnet	kurtosis network params: cl_image ethpandaops/lighthouse:eth-act-optional-proofs, --proof-engine-endpoint=http://mock/0/, fulu_fork_epoch: 0 [raw:lh-files/129.diff]	NONE	Mock proof-engine multi-node devnet topology [raw:lh-files/129.diff]
LH0195	130	scripts/local_testnet/network_params_eip8025_zkboost.yaml	whole file	added	C10	NONE	CI-devnet	zkboost devnet params: zkboost_params.image ghcr.io/eth-act/zkboost/zkboost:0.5.0, zkvms kind: mock, --proof-types=6 [raw:lh-files/130.diff]	NONE	zkboost mock-zkVM devnet topology with hardcoded proof-types=6 [raw:lh-files/130.diff]
LH0196	131	scripts/local_testnet/network_params_eip8025_zkboost_gpu.yaml	whole file	added	C10	NONE	CI-devnet	GPU zkboost devnet params: image ghcr.io/eth-act/ere/ere-server-zisk:0.6.1-cuda, device_ids ["0","1","2","3"], reth-zisk/ethrex-zisk provers [raw:lh-files/131.diff]	NONE	Real-GPU ZisK prover devnet topology [raw:lh-files/131.diff]
LH0197	132	scripts/local_testnet/start_eip8025_testnet.sh	whole file	added	C10	NONE	CI-devnet	kurtosis launch script: kurtosis run --enclave, LH_IMAGE_NAME=ethpandaops/lighthouse:eth-act-optional-proofs [raw:lh-files/132.diff]	NONE	Devnet bring-up script selecting the network params files [raw:lh-files/132.diff]
LH0198	133	testing/ef_tests/Cargo.toml	add lighthouse_network, network deps	modified	C10	NONE	dependency	adds lighthouse_network and network workspace dependencies [raw:lh-files/133.diff]	NONE	Dependencies for the new gossip_validation ef test case [raw:lh-files/137.diff]
LH0199	134	testing/ef_tests/check_all_files_accessed.py	excluded_paths networking exclusions	modified	C10	NONE	LH-arch-choice	replaces blanket tests/.*/.*/networking/.* exclusion with per-topic exclusions, keeping "# TODO: Remaining gossip validation topics not yet implemented" [raw:lh-files/134.diff]	NONE	Narrows exclusions so implemented gossip topics run while remaining topics stay excluded per the TODO [raw:lh-files/134.diff]
LH0200	135	testing/ef_tests/src/cases.rs	mod gossip_validation + re-export	modified	C10	NONE	LH-arch-choice	adds mod gossip_validation; and pub use gossip_validation::*; [raw:lh-files/135.diff]	[raw:lh-files/137.diff]	Registers the gossip_validation ef test case module [raw:lh-files/137.diff]
LH0201	136	testing/ef_tests/src/cases/fork_choice.rs	blob verification migration to KzgVerifiedBlob/put_kzg_verified_blobs	modified	C10	NONE	LH-arch-choice	replaces the GossipVerifiedBlob path with KzgVerifiedBlob::new(...) collected into put_kzg_verified_blobs [raw:lh-files/136.diff]	NONE	fork_choice ef tester migrated to the KZG-verified blob DA API; unrelated to execution proofs [raw:lh-files/136.diff]
LH0202	136	testing/ef_tests/src/cases/fork_choice.rs	relaxed valid/success assertion	modified	C10	NONE	LH-arch-choice	changes if success != valid to if valid && !success with comment "blob-DA failure cases are expected to import now" [raw:lh-files/136.diff]	NONE	Only valid blocks are asserted to import; blob-DA failure cases no longer asserted to fail import [raw:lh-files/136.diff]
LH0203	137	testing/ef_tests/src/cases/gossip_validation.rs	case model: ExpectedOutcome, Meta, MessageMeta, Topic, GossipValidation, LoadCase/Case	added	C10	NONE	LH-arch-choice	defines the gossip validation ef case with enum Topic { ProposerSlashing, AttesterSlashing } and "// TODO: add support for these topics" [raw:lh-files/137.diff]	[raw:lh-files/139.diff]	Generic gossip validation test case; other topics stubbed behind a TODO, not execution-proof specific [raw:lh-files/137.diff]
LH0204	137	testing/ef_tests/src/cases/gossip_validation.rs	GossipTester + validate_proposer_slashing/validate_attester_slashing	added	C10	NONE	LH-arch-choice	GossipTester drives process_gossip_proposer_slashing/process_gossip_attester_slashing via NetworkBeaconProcessor and compares MessageAcceptance [raw:lh-files/137.diff]	[raw:lh-files/139.diff]	Exercises slashing gossip validation outcomes (Valid/Ignore/Reject) [raw:lh-files/137.diff]
LH0205	138	testing/ef_tests/src/handler.rs	GossipValidationHandler	modified	C10	NONE	LH-arch-choice	adds GossipValidationHandler<E> Handler impl with runner_name() -> "networking" [raw:lh-files/138.diff]	[raw:lh-files/139.diff]	ef test handler wiring for gossip_validation cases [raw:lh-files/137.diff]
LH0206	139	testing/ef_tests/tests/tests.rs	gossip_proposer_slashing, gossip_attester_slashing tests	modified	C10	NONE	LH-arch-choice	adds #[test] gossip_proposer_slashing and gossip_attester_slashing invoking GossipValidationHandler for Minimal and Mainnet specs [raw:lh-files/139.diff]	[raw:lh-files/139.diff]	Registers gossip validation ef tests for both specs [raw:lh-files/139.diff]
LH0207	140	testing/proof_engine/Cargo.toml	whole file	added	C10	NONE	dependency	new proof_engine_test crate manifest with beacon_chain/execution_layer/network(disable-backfill)/simulator(test-utils) deps [raw:lh-files/140.diff]	NONE	Manifest for the EIP-8025 proof engine integration test crate [raw:lh-files/141.diff]
LH0208	141	testing/proof_engine/src/lib.rs	integration tests: basic, validator_client_proof_service, verifier_receives, multi_generator, network_finalizes	added	C10	NONE	LH-arch-choice	tokio::test cases driving proof generation -> gossip -> ExecutionProofVerified via ProofEngineTestRig [raw:lh-files/141.diff]	[raw:lh-files/141.diff]	Integration coverage of the proof gossip/verify pipeline; several cases ignored in debug via cfg_attr(debug_assertions) [raw:lh-files/141.diff]
LH0209	141	testing/proof_engine/src/lib.rs	test_proof_engine_sync (ignored)	added	C9	NONE	scaffolding	test marked #[ignore = "late-joining verifier cannot reliably discover the proof-capable peer yet; proof-sync peer selection needs rework"] [raw:lh-files/141.diff]	[raw:lh-files/141.diff]	Proof-sync peer discovery is WIP; the sync integration test is disabled [raw:lh-files/141.diff]
LH0210	142	testing/proof_engine/src/rig.rs	ProofEngineTestRig topologies + event/node accessors	added	C10	NONE	LH-arch-choice	standard/sync_topology/multi_generator builders plus proof_generator/verifier event and node accessors over TestNetworkFixture [raw:lh-files/142.diff]	[raw:lh-files/141.diff]	Test harness topology wiring; base_builder activates all forks at genesis with proof_generator_nodes/proof_verifier_nodes [raw:lh-files/142.diff]
LH0211	142	testing/proof_engine/src/rig.rs	proof signing/submission helpers	added	C10	NONE	LH-arch-choice	sign_execution_proof uses compute_execution_proof_domain/compute_signing_root; sign_and_submit_next_generator_proof, observe_valid_generator_proof, latest_generator_payload_request [raw:lh-files/142.diff]	[raw:lh-files/141.diff]	Mirrors prover-side proof signing with fixture proof_data 0xDEADBEEF [raw:lh-files/142.diff]
LH0212	143	testing/proof_engine_zkboost/Cargo.lock	whole file	added	C10	NONE	dependency	Cargo @generated lockfile (866 packages) for proof_engine_zkboost_test, including ere/zkboost/zisk deps [raw:lh-files/143.diff]	NONE	Generated lockfile for the zkboost proof engine test crate [raw:lh-files/143.diff]
LH0213	144	testing/proof_engine_zkboost/Cargo.toml	whole file	added	C10	NONE	dependency	New test-crate manifest declaring git dependencies zkboost-server/zkboost-types pinned to branch master plus an execution_layer path dep [raw:lh-files/144.diff]	NONE	Build-metadata for the zkBoost wire-compat integration test crate; zkboost deps track a moving master branch [raw:lh-files/144.diff]
LH0214	145	testing/proof_engine_zkboost/src/lib.rs	whole file (7 tokio::test integration tests)	added	C10	NONE	LH-arch-choice	Integration tests exercising HttpProofNodeClient request_proofs/subscribe/get_proof/verify_proof wire format against the real zkBoost server [raw:lh-files/145.diff]	NONE	Wire-compatibility tests for the proof-node client of one reference implementation; no extracted requirement mandates them [raw:lh-files/145.diff]
LH0215	146	testing/proof_engine_zkboost/src/zkboost_harness.rs	ZkboostTestHarness, start_mock_el, start_zkboost_server	added	C10	NONE	LH-arch-choice	Test harness starts a real zkBoostServer with zkVMConfig::Mock backends and a mock EL serving fixture chain config/witness [raw:lh-files/146.diff]	NONE	Supports the 145 integration tests; mock_proof_size 1024 and EthrexZisk default are test values [raw:lh-files/146.diff]
LH0216	147	testing/proof_engine_zkboost/tests/fixture/chain_config.json	whole file	added	C10	NONE	CI-devnet	Test fixture chain config carrying hardcoded devnet chainId 3151908 and all-zero fork activation times [raw:lh-files/147.diff]	NONE	Captured devnet chain config used as a static fixture; borderline vs plain test data since chainId 3151908 is the kurtosis devnet id [raw:lh-files/147.diff]
LH0217	148	testing/proof_engine_zkboost/tests/fixture/execution_witness.json	whole file	added	C10	NONE	LH-arch-choice	Static execution-witness fixture (MPT state/codes/keys/headers) consumed by the mock EL via include_str [raw:lh-files/148.diff]	NONE	Test fixture data for witness generation; no devnet identifier in the payload [raw:lh-files/148.diff]
LH0218	149	testing/proof_engine_zkboost/tests/fixture/new_payload_request.ssz	whole file (binary)	added	C10	NONE	LH-arch-choice	Binary SSZ NewPayloadRequest fixture included via include_bytes by the harness [raw:lh-files/149.diff]	NONE	Binary fixture; diff records only Binary files differ [raw:lh-files/149.diff]
LH0219	150	testing/simulator/Cargo.toml	dependencies, [features] test-utils	modified	C10	NONE	dependency	Adds beacon_chain, eth2 (events), lighthouse_network, network_utils, task_executor, validator_http_api and anyhow deps plus a test-utils feature [raw:lh-files/150.diff]	NONE	Build-metadata enabling simulator test-utils and proof-node wiring dependencies [raw:lh-files/150.diff]
LH0220	151	testing/simulator/src/basic_sim.rs	fork-epoch consts, run_basic_sim latest_fork	modified	C10	NONE	CI-devnet	Simulator fork schedule moved to Electra/Fulu at epoch 0 and latest_fork switched to Fulu; GLOAS_FORK_EPOCH left commented [raw:lh-files/151.diff]	NONE	Devnet/sim fork-activation config; carries TODO(gloas) enable Gloas in simulator current blocker is lack of data column gossip verification [raw:lh-files/151.diff]
LH0221	151	testing/simulator/src/basic_sim.rs	LocalNetworkParams fields, add_beacon_node/add_validator_client calls	modified	C10	NONE	LH-arch-choice	Threads NodeType through add_beacon_node/add_validator_client and adds proof_generator_nodes/proof_verifier_nodes/delayed_nodes params, all set to 0 in basic_sim [raw:lh-files/151.diff]	NONE	Plumbing for proof-node simulator support; basic_sim does not yet activate proof nodes (counts 0) [raw:lh-files/151.diff]
LH0222	152	testing/simulator/src/fallback_sim.rs	fork-epoch consts, run_fallback_sim spec	modified	C10	NONE	CI-devnet	Fallback-sim fork schedule set to Capella/Deneb/Electra/Fulu at epoch 0 with Electra/Fulu activation uncommented [raw:lh-files/152.diff]	NONE	Devnet/sim fork-activation config; carries the same TODO(gloas) blocker comment for Gloas [raw:lh-files/152.diff]
LH0223	152	testing/simulator/src/fallback_sim.rs	LocalNetworkParams fields, add_beacon_node call	modified	C10	NONE	LH-arch-choice	Adds proof_generator_nodes/proof_verifier_nodes/delayed_nodes (all 0) and passes NodeType::Default to add_beacon_node [raw:lh-files/152.diff]	NONE	Same NodeType plumbing as basic_sim; fallback_sim activates no proof nodes [raw:lh-files/152.diff]
LH0224	153	testing/simulator/src/lib.rs	pub mod declarations, cfg(test-utils) test_utils	added	C10	NONE	LH-arch-choice	Converts the simulator into a library crate exposing basic_sim/fallback_sim/local_network and gates test_utils behind the test-utils feature [raw:lh-files/153.diff]	NONE	Crate restructure enabling reuse of simulator internals by proof-node tests [raw:lh-files/153.diff]
LH0225	154	testing/simulator/src/local_network.rs	enum NodeType, LocalNetworkParams fields, node_type()	modified	C10	NONE	LH-arch-choice	Adds NodeType {Default,Proposer,ProofVerifier,ProofGenerator} with requires_proof_node/requires_execution_node plus proof_generator_nodes/proof_verifier_nodes/delayed_nodes params and node_type() index mapping [raw:lh-files/154.diff]	NONE	NodeType and node_type carry #[allow(dead_code)] noting they are exercised only by proof-engine integration tests [raw:lh-files/154.diff]
LH0226	154	testing/simulator/src/local_network.rs	construct_boot_node/construct_beacon_node port setup, node_custody_type, gloas amsterdam_time	modified	C10	NONE	LH-arch-choice	Replaces hardcoded BOOTNODE_PORT/QUIC_PORT/EXECUTION_PORT with ListenAddress::unused_v4_ports(), sets node_custody_type = Supernode, and adds gloas amsterdam_time mock config [raw:lh-files/154.diff]	NONE	OS-assigned ports let the proof-engine and simulator crates run without port conflicts [raw:lh-files/154.diff]
LH0227	154	testing/simulator/src/local_network.rs	construct_beacon_node proof-node block	modified	C10	NONE	LH-arch-choice	ProofVerifier/ProofGenerator nodes enable network.enable_execution_proof, register a mock proof engine via register_mock_proof_engine(bn_idx, 400) and set proof_engine_endpoint; ProofVerifier sets optimistic_finalized_sync = true [raw:lh-files/154.diff]	NONE	Simulator wiring for proof-verifier/generator beacon nodes; 400 is a mock proving-time value [raw:lh-files/154.diff]
LH0228	154	testing/simulator/src/local_network.rs	add_validator_client proof-generator block, remote_node/subscribe helpers	modified	C10	NONE	LH-arch-choice	ProofGenerator validator clients enable the VC http_api with a temp token and set proof_engine_endpoint to the mock URL; adds remote_node and node_subscribe_client_events/internal_events helpers [raw:lh-files/154.diff]	NONE	Validator-side proof-generator test wiring plus event-subscription helpers, all #[allow(dead_code)] [raw:lh-files/154.diff]
LH0229	155	testing/simulator/src/test_utils/builder.rs	TestNetworkFixtureBuilder, init_network/init_beacon_nodes/init_validators	added	C10	NONE	LH-arch-choice	Builder assembling a local network with configurable node/proof-node counts and spec/client transforms for simulator integration tests [raw:lh-files/155.diff]	NONE	Test-fixture builder; contains a minor TODO: do we need this? around broadcast-topic setup [raw:lh-files/155.diff]
LH0230	156	testing/simulator/src/test_utils/event_stream.rs	EventStream, collect_n	added	C10	NONE	LH-arch-choice	Broadcast-receiver wrapper with a timeout-based collect_n helper for simulator event assertions [raw:lh-files/156.diff]	NONE	Generic test helper over tokio broadcast channels [raw:lh-files/156.diff]
LH0231	157	testing/simulator/src/test_utils/mod.rs	module re-exports, TestNetworkFixture, payloads_valid/wait_for_genesis	added	C10	NONE	LH-arch-choice	test_utils module exposing TestNetworkFixture/TestConfig and helpers over LocalNetwork for integration tests [raw:lh-files/157.diff]	NONE	Test-infra module aggregating simulator fixture types [raw:lh-files/157.diff]
LH0232	157	testing/simulator/src/test_utils/mod.rs	test_network_fixture_build (#[ignore])	added	C10	NONE	scaffolding	test_network_fixture_build is marked #[ignore] with comment Ignore this for now because it conflicts with the proof_engine testing crate and a note to migrate to defaulting to unused ports [raw:lh-files/157.diff]	NONE	Disabled placeholder test pending the port-conflict migration [raw:lh-files/157.diff]
LH0233	158	validator_client/Cargo.toml	dependencies	modified	C8	NONE	dependency	Adds execution_layer and typenum dependencies to validator_client [raw:lh-files/158.diff]	NONE	Build-metadata for proof-service and proof-type-bound support [raw:lh-files/158.diff]
LH0234	159	validator_client/http_api/src/lib.rs	Context struct, bounds T: SlotClock+static E: EthSpec	modified	C8	NONE	LH-arch-choice	Adds proof_service: Option<Arc<ProofService<...>>> to the http_api Context and tightens the generic bounds [raw:lh-files/159.diff]	[raw:lh-files/160.diff]	Wires the proof service into the validator http_api context [raw:lh-files/159.diff]
LH0235	160	validator_client/http_api/src/test_utils.rs	ApiTester Context init	modified	C10	NONE	LH-arch-choice	ApiTester sets proof_service: None when building the http_api Context [raw:lh-files/160.diff]	NONE	Test-harness update for the new Context field [raw:lh-files/160.diff]
LH0236	161	validator_client/http_api/src/tests.rs	ApiTester Context init	modified	C10	NONE	LH-arch-choice	http_api tests set proof_service: None when constructing the Context [raw:lh-files/161.diff]	NONE	Test update mirroring the new Context field [raw:lh-files/161.diff]
LH0237	162	validator_client/lighthouse_validator_store/src/lib.rs	fn sign_execution_proof, ExecutionProof/SignedExecutionProof imports	modified	C8	NONE	LH-arch-choice	Implements sign_execution_proof using signing_context(Domain::ExecutionProof) and SignableMessage::ExecutionProof, returning SignedExecutionProof with validator_index [raw:lh-files/162.diff]	NONE	Producer-side proof signing for proof-generating mode; uses Domain::ExecutionProof (see proposed domain-collision question in the session report) [raw:lh-files/162.diff]
LH0238	163	validator_client/signing_method/src/lib.rs	SignableMessage::ExecutionProof variant, signing_root, web3signer mapping	modified	C8	NONE	LH-arch-choice	Adds an ExecutionProof variant to SignableMessage with signing_root delegation and Web3SignerObject mapping [raw:lh-files/163.diff]	NONE	Signing plumbing enabling execution-proof signing across local and web3signer methods [raw:lh-files/163.diff]
LH0239	164	validator_client/signing_method/src/web3signer.rs	MessageType::ExecutionProof, Web3SignerObject::ExecutionProof, message_type()	modified	C8	NONE	LH-arch-choice	Adds ExecutionProof to web3signer MessageType and Web3SignerObject with its message_type() mapping [raw:lh-files/164.diff]	NONE	The adjacent TODO(gloas) verify w/ web3signer specs comment applies to ExecutionPayloadEnvelope, not to this ExecutionProof addition [raw:lh-files/164.diff]
LH0240	165	validator_client/src/cli.rs	--proof-engine-endpoint, --proof-types args	modified	C7	NONE	LH-arch-choice	Adds CLI flags proof_engine_endpoint and proof_types (u8 list, requires proof_engine_endpoint) with default 0,1,2,3 mapped to EthrexRisc0/SP1/Zisk/RethOpenVM [raw:lh-files/165.diff]	NONE	Operator interface for enabling proof-generating mode in one reference implementation [raw:lh-files/165.diff]
LH0241	166	validator_client/src/config.rs	Config proof_engine_endpoint/proof_types, from_cli parsing	modified	C7	NONE	LH-arch-choice	Parses proof_engine_endpoint into a SensitiveUrl and proof_types into ProofTypes, rejecting more than MaxExecutionProofsPerPayload::to_usize() values [raw:lh-files/166.diff]	NONE	Config plumbing; the per-payload proof-type cap reuses the MaxExecutionProofsPerPayload type-level constant [raw:lh-files/166.diff]
LH0242	167	validator_client/src/lib.rs	ProductionValidatorClient proof_service field/build/start	modified	C8	NONE	LH-arch-choice	Constructs an Arc<ProofService> when proof_engine_endpoint is set (mock via parse_mock_index else HttpProofEngine), stores it, and starts it in start_service [raw:lh-files/167.diff]	NONE	Top-level wiring that instantiates and launches the proof service for proof-generating mode [raw:lh-files/167.diff]
LH0243	168	validator_client/validator_metrics/src/lib.rs	SIGNED_EXECUTION_PROOFS_TOTAL	modified	C8	NONE	LH-arch-choice	Adds the vc_signed_execution_proofs_total IntCounterVec with a status label [raw:lh-files/168.diff]	NONE	Metric incremented by sign_execution_proof in lighthouse_validator_store [raw:lh-files/162.diff]
LH0244	169	validator_client/validator_services/Cargo.toml	dependencies: eth2 features=events, execution_layer	modified	C8	NONE	dependency	Adds execution_layer workspace dependency and enables the events feature on eth2 [raw:lh-files/169.diff]	NONE	Build-metadata change supporting the new proof_service [raw:lh-files/169.diff]
LH0245	170	validator_client/validator_services/src/lib.rs	pub mod proof_service;	modified	C8	NONE	LH-arch-choice	Declares the new proof_service module in the validator_services crate lib.rs [raw:lh-files/170.diff]	NONE	Module wiring for the EIP-8025 proof service; a structural choice of this reference implementation [raw:lh-files/170.diff]
LH0246	171	validator_client/validator_services/src/proof_service.rs	ProofService, Inner, fn new, start_service, subscribe_to_events, monitor_task	added	C8	NONE	LH-arch-choice	SSE monitor_task uses tokio::select over an EventTopic::Block stream and proof_engine.subscribe_proof_events with a reconnect-on-error loop [raw:lh-files/171.diff]	NONE	Background-task design for the opt-in proof-generating service; the SSE event plumbing is an implementation choice [raw:lh-files/171.diff]
LH0247	171	validator_client/validator_services/src/proof_service.rs	fn handle_block_event	added	C8	NONE	LH-arch-choice	On a non-optimistic block event, fetches the full block via RPC, builds NewPayloadRequest::try_from, and calls proof_engine.request_proofs with ProofAttributes proof_types [raw:lh-files/171.diff]	NONE	Proof-request path driving the HttpProofEngine; the block-event-to-request mechanism is not spec-mandated [raw:lh-files/171.diff]
LH0248	171	validator_client/validator_services/src/proof_service.rs	fn handle_proof_engine_event, fn handle_proof_complete	added	C8	R001	spec-driven	On ProofComplete it builds ExecutionProof, signs via validator_store.sign_execution_proof, and submits with post_beacon_pool_execution_proofs - the opted-in validator producing and broadcasting execution proofs of R001 [raw:lh-files/171.diff]	NONE	PublicInput here carries only new_payload_request_root; signs with the first only_safe voting pubkey [raw:lh-files/171.diff]
LH0249	171	validator_client/validator_services/src/proof_service.rs	struct OutstandingProofRequest, const PROOF_REQUEST_STALE_TIMEOUT, fn remove_pending_proof_type, fn cleanup_stale_requests	added	C8	NONE	LH-arch-choice	Hardcoded PROOF_REQUEST_STALE_TIMEOUT = Duration::from_secs(300) with a HashMap outstanding_requests tracker pruned via retain [raw:lh-files/171.diff]	NONE	Outstanding-request bookkeeping and stale-timeout eviction; a local design detail [raw:lh-files/171.diff]
LH0250	172	validator_client/validator_store/src/lib.rs	fn sign_execution_proof (ValidatorStore trait); ExecutionProof/SignedExecutionProof imports	modified	C8	R001	spec-driven	Adds ValidatorStore::sign_execution_proof(pubkey, ExecutionProof, signing_epoch) -> SignedExecutionProof, the signing primitive for the opted-in proof-generating validator of R001 [raw:lh-files/172.diff]	NONE	Doc comment Sign an execution proof for EIP-8025 optional execution verification; concrete impl is in lighthouse_validator_store [raw:lh-files/162.diff]
